,id,label,text,img
57,47913,0,"the jussie smollett case explained. ""how do you plead? "" ""innocent!!!"" ""black, gay, trump hater, friend of michelle obama", web_site oxygen_mask comic_book bulletproof_vest shower_cap
58,8295,0,please consider donating water to children in need, book_jacket comic_book bathing_cap swimming_trunks potter's_wheel
59,2497,0,you're a wizard motherfucker, trench_coat military_uniform seat_belt ballplayer suit
60,90471,0,"relax mexicans you are rapists, drug lords and criminals", book_jacket potter's_wheel coffee_mug comic_book eggnog
61,69357,1,hey look at me! i'm a serial pedofile, ballplayer stage cowboy_hat plunger barbershop
62,54602,1,when you just finished shooting a bunch of black kids but accidently killed a squirrel, Staffordshire_bullterrier Labrador_retriever Rottweiler flat-coated_retriever American_Staffordshire_terrier
63,15320,0,obama working to legalize medical cannabis for all of the usa, Windsor_tie comic_book web_site suit Sussex_spaniel
64,63182,0,my wife just got a seashell tattoo on her inner thigh if you put your ear to it you can smell the ocean, banana Band_Aid paddle maillot maillot
65,20619,1,when you beat the shit out of the tranny hooker after you nut and call it a f****t but it doesn't get back up, barbell binoculars punching_bag dumbbell seat_belt
66,82457,0,ring ring hello? i've been waiting for your call all damn day!!!, abaya web_site stole cloak sweatshirt
67,81059,0,i like my refugees like this '' '' '', bobsled sleeping_bag jinrikisha abaya stretcher
68,42137,0,when you get hungry you can either think about it or.., mask custard_apple pick acorn wig
69,74530,1,what's the difference between a jew and a pizza? a pizza doesn't scream when you put it in the oven, pizza potpie plate restaurant groom
70,40832,0,taking photo with a mosque, mosque dome lab_coat bow_tie jean
71,46127,0,"""ay, tone. how'd da gas stay in if da door is made of wood?""", barbershop sliding_door tobacco_shop window_screen cinema
72,87594,0,"what do i have in common with cow pies? the older we get, the easier for you to pick us up!", acorn brain_coral sea_urchin wool face_powder
73,12548,0,running chocolate, shovel car_wheel lumbermill pitcher marimba
74,12894,0,"imagine, if you will an entire country so ignorant that the people wilfully give billions of dollars in order to elect rich criminals to rule over their lives and steal their money, but believe they are free", book_jacket matchstick laptop comic_book brass
75,2476,0,im never doing a garden again!, shovel book_jacket assault_rifle comic_book water_buffalo
76,6937,0,"coming soon to your neighborhood 300,000 islamic heathens demanding the usa change to suit thier sick religion", king_penguin swimming_trunks comic_book book_jacket web_site
77,5762,0,"listen bitch, before you start fucking with me you should know my team is bigger", harmonica flute panpipe ocarina feather_boa
78,40259,0,masturbation it's not just for men, brassiere bikini maillot gown miniskirt
79,85072,0,what is this sleep of which you speak?, suit Windsor_tie academic_gown comic_book bassoon
80,46537,0,"oakland mayor libby schaaf i saved 800 ms-13 rapists, murderers, molesters from ice", Band_Aid hair_spray comic_book book_jacket wig
81,56432,0,"what if i told you that you cant ""tolerate"" a person who agrees with you? """, sunglasses sunglass bathing_cap sunscreen Band_Aid
82,39805,0,look both ways before you cross the street, book_jacket steel_arch_bridge web_site beacon volcano
83,29163,1,what kind of punch can take out 20 kids and 6 adults? a sandy hook, nail Band_Aid tick rule pill_bottle
84,36072,0,"she said ""choke me daddy"" so i gave her 2 popeye's biscuits without a drink", meat_loaf rotisserie French_loaf cheeseburger bakery
85,60147,0,meditation before going to school, bathing_cap abaya stole mortarboard wool
86,90583,1,we can kill as many as we want and your stupid government keeps bringing us in, lab_coat drumstick stage marimba sombrero
87,38612,0,so there is this new implant that can actually fix stupid, lipstick projectile missile whistle saltshaker
88,52097,1,"if you're vaping inside a mcdonalds, inside a walmart ... that's the turducken of white trash", ambulance garbage_truck cash_machine tobacco_shop moving_van
89,34961,0,this cat is pushing a watermelon out of a lake. your argument is invalid, Egyptian_cat fox_squirrel weasel tiger_cat Chihuahua
90,15803,1,what do you call a retarded jew? auschwistic, jean cellular_telephone ice_lolly bulletproof_vest ocarina
91,89762,0,that blackened chicken was so dry it reminded me of your mother, ping-pong_ball head_cabbage stage golf_ball baseball
92,38465,0,"yo dawg, i heard you like memes  so i made a meme mocking memes you so you can can mock me knocking memes while reading mock memes", Band_Aid comic_book sunscreen mask book_jacket
93,53289,0,when everybody's worried about their ex but you're just here enjoying your lemonade, ice_lolly sunglass sunglasses sunscreen syringe
94,75321,1,cannibal tribe from indonesia will take muslim refugess in any amount, book_jacket comic_book panpipe pickelhaube accordion
95,18350,0,when you see the gas bill, lotion eggnog ice_lolly cleaver book_jacket
96,91547,0,cheers to all the people who can change their minds when presented with information that contradicts their beliefs, wig stole book_jacket cloak hair_spray
97,30247,0,broken chair, barber_chair barbershop desk stretcher throne
98,93741,0,stop being a bitch, maillot maillot bathing_cap sarong bikini
99,51243,0,honestly how often do you masturbate?, suit Windsor_tie cornet stole sax
100,5384,0,spending quality time with dad, Yorkshire_terrier hair_spray silky_terrier Sussex_spaniel balance_beam
101,1845,0,when you consume too much trans fat, bikini swimming_trunks seashore maillot maillot
102,34791,1,when i was a boy we didn't have things like adhd. it was called being a little bastard, stole cardigan wool crash_helmet mitten
103,41385,0,y'all kids claims to be victims of slavery when we were the ones who lived it, ocarina harmonica handkerchief cellular_telephone barbershop
104,34508,1,jews are the problem. not just zionists or israelis. jews. all of them, sunglasses sunglass wig fur_coat book_jacket
105,80521,0,him: the dishwasher is acting weird her: what's it doing? him: chopping fucking vegetables, hip croquet_ball dumbbell hammer baseball
106,34165,0,be happy you dont have neanderthal dna, book_jacket ski comic_book matchstick rifle
107,93072,1,"black people black people ""why would white america do this?""", comic_book book_jacket stage web_site abaya
108,25468,1,white people walked on all fours before black people came and showed them how to stand up, suit Windsor_tie book_jacket Loafer abaya
109,9617,0,when you turn on the light and realize you have been fisting the wrong hole, tailed_frog chiton tree_frog gyromitra panpipe
110,96258,0,its national hebrew day go pick up a hot girl, ski dogsled snowmobile military_uniform ski_mask
111,96578,1,mohammad is fucked by blink hacker group! oink oink! hi! my name's mohammad! fuck you muslims!, rotisserie butcher_shop hog cleaver king_crab
112,35618,0,i woke up like this, brassiere maillot wig lipstick bikini
113,5249,0,i am still so confused about the strategies in this game, remote_control book_jacket matchstick joystick comic_book
114,57349,0,"""at first, i didn t want to wear a hijab."" ""but my husband convinced me otherwise.""", groom gown hair_spray web_site feather_boa
115,78409,1,i stand with hitler these was this time at auschwitz when i needed medical attention and doctor mengele was there for me, panpipe book_jacket brass zebra fur_coat
116,29814,1,"if you hold a black baby to your ear, you can hear the police sirens", diaper Band_Aid brassiere face_powder web_site
117,20568,0,meanwhile at the isis strip club, Arabian_camel mushroom triceratops isopod padlock
118,84269,0,just ordered the new anne frank puzzle, pot bucket swab Dutch_oven corn
119,68079,0,what's the difference between a walrus and a lesbian? one smells like fish and has a moustache and the other is a walrus!, ptarmigan book_jacket sulphur-crested_cockatoo albatross Arctic_fox
120,41537,0,i'm not transphobic i just think trans people shouldn't exist, web_site envelope piggy_bank pick bathing_cap
121,12890,0,hitler getting his tan on, suit trench_coat maillot book_jacket swimming_trunks
122,54102,1,i'm uncertain where i stand on abortion i like the killing babies but hate the idea of giving women a choice, suit comic_book notebook Windsor_tie book_jacket
123,63217,0,when you're facetimeing and accidently fall down the stairs, theater_curtain window_shade brassiere wig hair_spray
124,3271,0,when your wife and girlfriend dont get along, Band_Aid ping-pong_ball baseball face_powder pick
125,35264,0,i like your cologne what is that? tricare? deers, hair_spray lipstick perfume comic_book bannister
126,63710,1,literally nobody: white people sitting at the bar: can you put it on the golf channel??, stage book_jacket hair_spray comic_book theater_curtain
127,12348,0,"bitch, say something else", suit Windsor_tie bow_tie sunglass academic_gown
128,14052,1,this is racist but this is not?????, book_jacket theater_curtain comic_book cinema web_site
129,81064,0,"your tits... in my hands, put them you will", mask comic_book sundial gorilla book_jacket
130,74391,0,there must be some way this victimizes me, shower_cap web_site notebook cellular_telephone lab_coat
131,36152,0,"when your eating out your grandma and you taste horse cum then think to yourself ""oh that's how she died", web_site sunscreen book_jacket comic_book Band_Aid
132,80256,0,damn girl that's a policy i could get behind, bassoon groom suit oboe Windsor_tie
133,21948,0,this guy grabs your girl's ass in the bar what do you do?, book_jacket dumbbell parallel_bars comic_book swimming_trunks
134,70532,0,it's important to listen to your elders please don't forget!, sweatshirt cloak abaya lab_coat stole
135,25806,0,when you have to make your own pool, amphibian fire_engine pickup half_track tow_truck
136,26759,1,that look when you wanna cut a bitch but you remember your a changed man, wig matchstick hair_spray comic_book book_jacket
137,27398,0,"if you believe that, i've got a virgin goat to sell you!", book_jacket packet jersey comic_book carton
138,18730,0,immigration invasion learn the difference, dock pier suspension_bridge stretcher bannister
139,75216,0,want one as a slave when you watch how slow they work and you wonder why anyone would, ox oxcart water_buffalo plow gazelle
140,91754,0,when you finally buy a dishwasher this works a lot better than a sponge, lab_coat dishwasher paintbrush refrigerator screwdriver
141,42153,0,we build our houses with stone, chain_mail cloak lab_coat sleeping_bag web_site
142,83456,1,whats the difference between santa and the jews santa goes down the chimney, book_jacket comic_book military_uniform hatchet web_site
143,18673,0,how to remember kid in hot car keep 2nd road beer with them, ice_lolly crib water_bottle theater_curtain coffee_mug
144,97523,0,you are so cute, patas guenon baboon macaque langur
145,24631,1,it's ma'am!! yooouu lookah like a man, groom pinwheel torch bubble academic_gown
146,23748,0,bigbird singing to child on seasame street, teddy toyshop crate feather_boa bakery
147,69412,0,best part about a hooker dying on you? the 2nd hour is free, oxygen_mask quill lab_coat beaker Petri_dish
148,59073,0,the enemy within ilhan omar linda sarsour rashida tlaib ocasto-cortez, comic_book hair_spray web_site jersey sleeping_bag
149,28405,0,white people already paid reparations, cowboy_boot book_jacket comic_book maillot bikini
150,63492,0,making america white again, snowplow plow snowmobile shovel tractor
151,92670,0,"scared you today, didn't i?", ping-pong_ball pick Band_Aid book_jacket stage
152,78351,0,subway is similar to prostitution you pay someone else to do your wife's job, suit Windsor_tie comic_book book_jacket oboe
153,79856,0,my friends coming to see me after a crazy friday night, bassoon oboe barbershop screwdriver notebook
154,71436,0,trump supporters be like mexicans stole my teeth, book_jacket wig comic_book barbershop cellular_telephone
155,3258,1,"i heard we can get free steroids in australia please help feed and house this poor, defenceless refugee. don't be racist and let me in!", comic_book barbell dumbbell book_jacket swimming_trunks
156,20736,1,go be gay somewhere else, solar_dish maypole military_uniform radio_telescope aircraft_carrier
157,50487,0,celebreated 4/20 on january 5th because i know how to reduce fractions, Band_Aid wig ice_lolly diaper whistle
158,6431,0,when the employee asks what bra size you wear, wig gown miniskirt maillot web_site
159,51473,1,god: *creates jews* god: *creates jesus* jews: *kill jesus* god: *creates hitler* god:, stage ear eel American_lobster trombone
160,34901,0,gays aids it really be like that, comic_book book_jacket jigsaw_puzzle carousel cassette
161,28793,0,congratulations it's non binary, sunglasses sunglass stole flagpole poncho
162,5172,0,islam is the religion of peace! if you don't agree i kill you!, neck_brace comic_book miniskirt stole jean
163,98501,0,send me sexy pic, brassiere bikini tub maillot bathtub
164,96231,0,when you're a convicted rapist but reruns of your show are still on tv because it's not like you tweeted something, bow_tie book_jacket cleaver Windsor_tie suit
165,81673,0,when they don't get the memo that they lost the war, umbrella poncho parachute flagpole seashore
166,48635,1,the look you give when the bubbles in the pool are pulsating your pussy just kidding she's retarted and thats her normal face, swimming_trunks maillot bathing_cap stingray tub
167,43612,1,racing for pink slips in africa, book_jacket accordion comic_book cinema bookshop
168,15480,1,"we kill you on 9/11 and you elect 3 of us to congress, stupid infidels!", lab_coat trench_coat book_jacket barbershop web_site
169,41830,0,if he's marrying me then why's he fucking my mom, cellular_telephone book_jacket wig academic_gown prison
170,81069,0,when you bout to nut in your cousin and you hear the barn door open, book_jacket torch web_site comic_book ballplayer
171,72584,0,9 months before i was born i went to a party with my dad and left with my mom, theater_curtain cinema stage Irish_water_spaniel book_jacket
172,51763,0,go be gay somewhere else, Band_Aid envelope laptop switch jersey
173,6873,1,just got a bootleg copy of muslim porn deep goat, bighorn ram ibex gazelle ox
174,8523,1,cute getting ready to start kid her life too bad shes already fkn' dead raped and murdered by an illegal immigrant, acoustic_guitar comic_book banjo marimba electric_guitar
175,6359,0,what women think they'll do when the economy collapses vs what they'll actually do, notebook cup espresso web_site coffee_mug
176,93260,0,when she smiles at you from a distance, trench_coat binoculars bulletproof_vest tripod rifle
177,40839,0,see if you can find the guys from white chicks lol, book_jacket maillot maillot stage theater_curtain
178,8516,0,smirked at an adult media coverage: 30 days shot up a school media coverage: 2 days, web_site cellular_telephone Band_Aid harmonica whistle
179,53012,0,"nothing says ""pull me over"" like some red solo cup brake lights!", minivan cab beach_wagon sports_car pickup
180,76250,1,chillin with my chromies, comic_book parachute hair_spray book_jacket academic_gown
181,26198,0,"hillary isn't in jail, the wall isn't built, isis hasn't been defeated & obamacare is still in place but trump gave himself a $23 million tax cut and that is important to me", ballplayer book_jacket comic_book ping-pong_ball racket
182,61952,0,what i say about the gunman every time there's a mass shooting, sunscreen Band_Aid diaper bathing_cap lotion
183,80269,1,this is really out of mein kampfert zone, military_uniform sunglasses pickelhaube ballplayer sunglass
184,5712,0,god will forgive you no matter what you've done sweet, sundial brass book_jacket comic_book totem_pole
185,72941,0,hey liberals & democrats have you forgotten, fountain geyser book_jacket volcano rotisserie
186,21853,0,pure american muscle, limousine sports_car convertible car_wheel beach_wagon
187,35219,1,they stole ma chickin i stole their life, sweatshirt wig ping-pong_ball trench_coat hair_spray
188,90146,0,all races are equal, neck_brace bobsled park_bench comic_book library
189,51278,0,when you haven't stolen anything in a week, gown plastic_bag hoopskirt scorpion shovel
190,63095,0,when you have errands to run but you're too tired to deal, shopping_cart racket tennis_ball shopping_basket volleyball
191,96058,0,husband gives massage.. ...aaaand now i have a dick in me, brassiere diaper bikini face_powder gown
192,56871,1,who cares if mexicans are offended americans are offended by illegal immigration, suit Band_Aid comic_book academic_gown book_jacket
193,25180,1,hold up when she says she likes hung black men so you take her back to your place and she starts tying a noose, piggy_bank teddy mortarboard academic_gown toyshop
194,37259,0,loyalty always has a cost some times it pays off... ...and some times you take a loss, conch rotisserie mushroom coral_fungus prison
195,48106,1,fuck islam, red_wine comic_book violin chocolate_sauce plunger
196,19352,0,ain't nothing but a goat, ox oxcart Ibizan_hound worm_fence hog
197,65213,0,"what your ancestors were doing july 4, 1776 what dummies do today for july 4th", binoculars loupe book_jacket comic_book hair_spray
198,24368,0,ignorance and hate will lead you to nothing but shame, book_jacket picket_fence coral_fungus maypole thimble
199,58426,0,when there is no pinyata at the party but the emo kid just hung himself improvise. adapt. overcome, microphone stage hammer tripod ballplayer
200,96785,0,lost african tribe, academic_gown prison grocery_store stretcher mortarboard
201,40567,0,anne frank writing in her diary, desk web_site book_jacket pajama lab_coat
202,38625,1,"a german ss soldier punishing a small jewish boy by sticking a sharpened spear in the boys anus, auschwitz concentration camp, poland 1944. (colorized)", bikini swimming_trunks Band_Aid brassiere diaper
203,4823,0,definitely a new cultural era!, abaya ski_mask mask parking_meter crutch
204,25368,1,when you suicide bomb an islamic mosque during a friday worship, lab_coat hair_spray sunscreen book_jacket bow_tie
205,93826,0,"my wife asked me where i'd like to be buried apparently, ""balls deep in your sister"" wasn't the answer she was expecting", book_jacket web_site lab_coat comic_book sunglasses
206,56392,0,dick punch funny regardless of species, brown_bear lesser_panda American_black_bear badger sloth_bear
207,30986,0,this beef is so raw its eating the salad, plate corn restaurant ladle ear
208,75823,0,lisa page: obama doj ordered fbi not to prosecute hillary clinton why is the mainstream media ignoring this bombshell, sombrero web_site book_jacket wig hair_spray
209,84072,0,when you're fucking but wanna make sure he's not stealing anything, comic_book lighter wallet cassette book_jacket
210,93147,0,replaced kitty litter with pop rocks, bull_mastiff boxer American_Staffordshire_terrier Rhodesian_ridgeback Great_Dane
211,92874,1,so..convert to islam or die?  i say fuck it..let's roll, cuirass breastplate chain_mail shield bearskin
212,27946,1,cadbury's halal creme eggs  now available in special edition, abaya trench_coat fur_coat parking_meter cloak
213,93614,0,"i'm sorry i left the seat up, it won't happen again", lipstick cellular_telephone notebook whistle pajama
214,93521,1,ever notice that christians are bad drivers, recreational_vehicle trailer_truck garbage_truck mountain_bike moving_van
215,2691,0,teaching them how to hunt young, baseball croquet_ball golf_ball soccer_ball football_helmet
216,91708,0,when mohamed puts it inside, oboe flute altar sax hay
217,25783,0,let's see if they get scared now ! bring they ass out here ! we will cut their heads off, chain_mail nematode eel chain thunder_snake
218,16098,0,when you find out who's been eating your leftovers, pedestal balance_beam ballplayer bannister unicycle
219,30452,0,trump supporters be like show me where he lied, jersey Band_Aid brassiere sunglass sunglasses
220,86491,0,you are not wanted! you are a mental deficient!, pill_bottle tobacco_shop lipstick packet panpipe
221,14530,1,it's a proven fact marines islamic radicals are less prone to violent acts after they've been shot in the head, book_jacket wig comic_book cinema brass
222,81734,0,when instincts take over, comic_book triceratops toyshop armadillo doormat
223,4683,0,"when you make a meme using a different language that everyone can still understand: no es mucho, pero es trabajo honesto", trench_coat web_site lab_coat submarine syringe
224,8593,1,18 years later, sorrel ox seashore hartebeest web_site
225,92608,0,says he alone is tough enough to defeat isis still too chickenshit to release his tax returns, suit Windsor_tie academic_gown groom Loafer
226,61453,0,when you find the cake your mum was hiding from you, jersey bathing_cap Band_Aid web_site swimming_trunks
227,39601,0,welcome refugees to poland's newest 5 star hotel, tub swimming_trunks fountain seashore sea_lion
228,12035,0,i date crazy bikers with beards cause once you ride a beard and a harley you don't go back, stole Windsor_tie suit wig shoji
229,56482,1,heroin is destroying the white community keep up the good work heroin, syringe screwdriver rubber_eraser matchstick ballpoint
230,56287,0,"and then i says to her no, i got your nose", Band_Aid whistle cellular_telephone sunscreen ice_lolly
231,19036,0,infamous, Windsor_tie suit bow_tie cornet groom
232,34852,1,"gee, i'd like to suicide bomb the crap out of that church, but i got a thing at 5 couldn't abdul do it?", book_jacket comic_book tobacco_shop bookshop neck_brace
233,62804,0,look at this throatagraph, screen iPod switch safe web_site
234,81579,0,the look your women gives you when you can't finsh the job, tricycle unicycle tractor moped motor_scooter
235,80247,0,the pimp hand strong enough for man but made for teaching, borzoi whippet Italian_greyhound weasel polecat
236,52890,0,wait this isn't my dog, wallaby fox_squirrel mongoose grey_fox wombat
237,2485,0,real friendship is sending them a link to something terrible so you can both be traumatised at the same time i torture all my friends. it's how i show love, jersey comic_book web_site book_jacket tennis_ball
238,50793,0,a muslim in congress wants to get rid of homeland security let that sink in, comic_book coffee_mug library bobsled book_jacket
239,13857,0,this is why we shoot you guys, military_uniform bulletproof_vest minivan shovel ski
240,43617,0,this chick can't stand fishing, swimming_trunks seashore bathing_cap lakeside web_site
241,70942,0,"lesbians should not be allowed to buy dildos you made your choice bitch, now live with it!", book_jacket comic_book hair_spray Band_Aid wig
242,49601,0,when your fifth pet eats food from another guys hand, hair_spray barbershop comic_book book_jacket jersey
243,35102,0,please be patient... we creating a better fuckup for all, suit Windsor_tie groom Loafer academic_gown
244,10659,0,chinese ppl be like happy thanksgiving, pizza Dungeness_crab crayfish menu candle
245,36081,1,in this edition we don't buy property; we steal it!, screw joystick oscilloscope sewing_machine switch
246,68325,1,"it happend mom, a black guy gave me complement ohhh sweety i'm so sorry. that means you need to lose about 30 pounds", brassiere gown web_site hair_spray bikini
247,39256,0,"this isn't the way, there's always a better way", revolver lighter power_drill joystick hand-held_computer
248,98362,1,it's ma'am look i found a penis, jersey cellular_telephone hand_blower book_jacket lipstick
249,38475,0,"i don't always feel like i'm at the top of the gene pool but when i do, i'm at walmart", comic_book bookshop tobacco_shop library academic_gown
250,49083,0,when you catch your goat with another man ya done fucked up, English_foxhound impala bloodhound ibex king_penguin
251,45938,1,"hey, i just met you, and this is crazy, this is my grenade so blow me, maybe?", book_jacket comic_book web_site lab_coat barbershop
252,67823,0,as much as abdul tried he could not get the fucker into first gear, seat_belt car_mirror minivan jeep minibus
253,70928,0,when you drink and drive you will get busted, convertible cab sports_car beach_wagon bulletproof_vest
254,24309,0,when people ask me who my favorite golden girl is, ice_lolly tench cardigan wig corn
255,70925,1,where did jimmy go during the bombing? everywhere, comic_book jersey hamper bobsled book_jacket
256,5269,0,been talking shit about trump since day one. now crying like bitches after getting called out, bathing_cap torch academic_gown abaya wig
257,61278,0,in a wolrd full of these people be this person, rugby_ball basketball volleyball maillot soccer_ball
258,81675,0,when your boss asks for the report but you went out the past few nights, dumbbell prison sliding_door balance_beam shoji
259,38629,0,a good heart goes a long way, book_jacket throne altar fountain comic_book
260,6458,0,"oh, you're tired of my anti-trump posts? why don't you pray for me to stop?", suit strawberry Windsor_tie lab_coat Band_Aid
261,71364,1,obama voters, colobus proboscis_monkey langur macaque king_penguin
262,26794,0,feel that? it used to belong to bruce jenner, torch sunglasses cannon sunglass ballplayer
263,85704,0,how people look at me when i tell em i don't have kids, tench Band_Aid wig barracouta syringe
264,75102,0,whose dick do i have to suck to get these charges dropped?, web_site abaya prison jersey bathtub
265,91268,0,can afford to travel from romania to london still picks your pocket, picket_fence worm_fence magpie peacock hummingbird
266,42179,1,immigrants illegal aliens, ping-pong_ball bobsled ballplayer baseball web_site
267,35097,0,meanwhile at the isis strip club, Arabian_camel triceratops isopod mushroom comic_book
268,83570,0,the loudest one in the room.. is the weakest one in the room, Windsor_tie suit groom oboe racket
269,56490,1,how could this happen in the current year? when it's 2019 and there are still people who refuse to celebrate rectal wart sex, wig bubble hair_spray racket maillot
270,7968,1,ernie mocks tyrone's lack of a father in front of the whole class, jean four-poster iron window_shade mosquito_net
271,81259,1,when you see a child in a gay parade half naked twerking with everyone celebrating ernie prepares to commit a hate crime, hair_spray lotion sunscreen groom torch
272,19753,1,"how many times do we have to teach you this lesson, you tranny freaks ?", sunscreen Band_Aid brassiere lipstick face_powder
273,61480,1,why is it bad to be a black jew because you have to sit at the back of the oven, book_jacket panpipe flute comic_book vestment
274,54790,0,what people do in the bedroom is not anyone else's business, dumbbell pool_table book_jacket drumstick hair_spray
275,43517,1,"when you hear 'em yelling that allahakbar crap, just shoot 'em before they blow up a bomb, or start stabbin' and shootin' people", book_jacket comic_book harmonica suit Windsor_tie
276,25068,0,i really like 50 cent or as we call him in zimbabwe 4 billion dollars, jean microphone banjo buckle cowboy_hat
277,35861,0,banner in the streets hulk in the sheets, Windsor_tie suit comic_book bow_tie mask
